共有 旅館 298 家?? 查詢日期：103年9月10日,,,,,,,,,,,,,,,,,,,
專用標,名稱,英文名稱,日文名稱,電話,傳真,營業地址,英文營業地址,日文營業地址,現狀,網址,E-mail,負責人/經營者,經營類型/特色,房間數,參考房價,交通資訊及觀光景點,核准設立日期,最近裝修日期,照片(上傳日期)
112,巴里島汽車旅館,BALI ISLAND MOTEL ,巴里島汽車旅館,04 - 24211909 ,04 - 24211908 ,臺中市北屯區昌平東五路80號,"No.80, Changping E. 5th Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?昌平東五路80? ,合法 營業,,,莊宗憲,"汽車旅館, ,",36 間,970 ~ 2450,,2004/3/25,,3張(2014/09/05)
66,麒麟峰溫泉旅館,Kylin-peak Hot Spring Hotel ,麒麟峰?泉旅館,04 - 22396969 ,04 - 22399485 ,臺中市北屯區東山路2段65巷15號,"No.15, Lane 65, Sec. 2, Dongshan Rd., Beitun District, Taichung City 406, Taiwan (R.O.C.)",台中市北屯?東山路二段65巷15? ,合法 營業,http://www.kylin-peak.com.tw,kylin.peak@msa.hinet.net,林清潭,"溫泉旅館, ,",24 間,2000 ~ 4800,大坑風景區,2004/2/25,,5張(2014/09/09)
107,天星大飯店,TELSTAR RESORT HOTEL ,天星大飯店,04 - 22392411 ,04 - 22399106 ,臺中市北屯區東山路2段77-11號,"No.77-11, Sec. 2, Dongshan Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?東山路2段77-11號 ,合法 營業,http://nimlxyzjip.wix.com/star,starhotel2010@yahoo.com.tw,陳素娥,"一般旅館, ,",92 間,2200 ~ 3200,,2004/3/25,,
193,台中日光會館,TAICHUNG THE SUN HOT SPRING & RESORT ,台中日光會館,04 - 22399000 ,04 - 22396299 ,臺中市北屯區東山路2段光西巷78號,"No.78, Sec. 2, Dongshan Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?東山路二段光西巷78? ,合法 營業,http://www.sunhot.com.tw/guide.asp,,郭福一,"休閒度假旅館,溫泉旅館, ,",50 間,4400 ~ 13200,,2006/11/10,,5張(2014/09/05)
49,海頓汽車旅館(1星),HAE DUENN MOTEL ,海頓汽車旅館,04 - 22469388 ,04 - 22469399 ,臺中市北屯區松竹南街1號,"No.1, Songzhu S. St., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?松竹南街1? ,合法 營業,,,吳懷遠,"汽車旅館, ,",25 間,1480 ~ 6880,,2004/2/15,,5張(2014/09/05)
88,倍蒂雅汽車旅?,倍蒂雅汽車旅? ,倍蒂雅汽車旅?,04 - 22416162 ,04 - 22411637 ,臺中市北屯區河北路3段151號,倍蒂雅汽車旅?,倍蒂雅汽車旅? ,合法 營業,,,賴志忠,"汽車旅館, ,",31 間,1980 ~ 5980,,2004/3/15,,3張(2014/09/05)
144,香城大飯店(3星),CHARMING CITY HOTEL ,????????????,04 - 36069888 ,04 - 36066888 ,臺中市北屯區柳陽東街50號地下4樓至地上12樓,"No.50, Liuyang E.St, Beitun Dist,Taichung City 406,Taiwan(R.O.C)",地上階???12?4階、劉??地?、台中市?????地下Beitun50? ,合法 營業,http://www.city-hotel.com.tw,,邱忠賢,"商務旅館, ,",65 間,4200 ~ 6500,,2009/10/1,,
184,嵩悅汽車旅館,嵩悅汽車旅館 ,嵩?汽車旅館,04 - 24391122 ,04 - 24392211 ,臺中市北屯區軍功路2段267號,嵩悅汽車旅館,台中市北屯?軍功路二段267? ,合法 營業,,,曾家賢,"汽車旅館, ,",26 間,3930 ~ 7810,,2006/3/20,,
178,中科大飯店,Zhong Ke Hotel ,中科大飯店,04 - 22465599 ,04 - 22461368 ,臺中市北屯區旅順路2段7號1至19樓,"1-19F., No.7, Sec. 2, Lushun Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?旅順路二段7?1~19F ,合法 營業,http://www.zkhotel.com.tw/,zk.hotel@msa.hinet.net,張朝榮,"商務旅館, ,",225 間,2100 ~ 12000,,2006/10/16,,5張(2014/09/05)
9,錸得汽車旅館,LIGHT BUSINESS MOTEL ,錸得汽車旅館,04 - 24228080 ,04 - 24225161 ,臺中市北屯區崇德10路1段399號,"No.399, Sec. 1, Chongde 10th Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?崇?十路一段399? ,合法 營業,,,江麗慧,"汽車旅館, ,",41 間,1500 ~ 2450,,2004/1/15,,
175,水月雅緻汽車旅館,Moon River Motel ,水月雅緻汽車旅館,04 - 24211000 ,04 - 24224200 ,臺中市北屯區崇德11路110號,"No.110, Chongde 11th Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?崇?11路110? ,合法 營業,,,張崇勤,"汽車旅館, ,",30 間,2380 ~ 6300,,2005/6/10,,
75,崧湯汽車旅館,崧湯汽車旅館 ,崧湯汽車旅館,04 - 36028889 ,? ,臺中市北屯區崇德六路216號,崧湯汽車旅館,崧湯汽車旅館 ,合法 營業,,,何宜諠,"汽車旅館, ,",21 間,2580 ~ 5980,,2004/3/15,,3張(2014/09/05)
78,采岩汽車旅館,COLORFUL STONE ,???石　????,04 - 24228083 ,04 - 24228378 ,臺中市北屯區崇德路3段111號,"No.111, Sec. 3, Chongde Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?崇?路三段111? ,合法 營業,,,徐美珠,"汽車旅館, ,",47 間,1060 ~ 3000,,2004/3/15,,
162,中南海酒店,City Resort Taichung ,???????,04 - 35009888 ,04 - 35055000 ,臺中市北屯區敦化路一段485號及481號2至9樓,"No.450, Dunhua Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯區敦化路450號 ,合法 營業,http://www.cityresort.com.tw,,巫國想,"一般旅館,休閒度假旅館,商務旅館,,",70 間,6050 ~ 11880,面鄰敦化都會公園，距中清交流道僅十分鐘車程，距大雅交流道五分鐘車程，路寬二十五米四線道；近一中商圈、逢甲夜市、科博館、東海大學、都會公園、新光三越。假日親子旅遊休閒、週間國內外商務出差、飯店住宿需求中第一優質選擇。,2010/3/17,,
45,麗緹汽車旅館,LI TI Motel ,麗緹汽車旅館,04 - 22356955 ,04 - 22363911 ,臺中市北屯區綏遠路2段91號,"No.91, Sec. 2, Sueiyuan Rd., Beitun District, Taichung City 406, Taiwan (R.O.C.)",台中市北屯?綏遠路2段91? ,合法 營業,,,陳麗貞,"汽車旅館, ,",25 間,1390 ~ 3580,,2004/2/15,,3張(2014/09/09)
185,華登商務大飯店,Waugh Den Commercial Affair Hotel ,華登商務大飯店,04 - 22964888 ,04 - 22964333 ,臺中市北屯區瀋陽路1段84號,"No.84, Sec. 1, Shenyang Rd., Beitun District, Taichung City,Taiwan(R.O.C.)",台中市北屯?瀋陽路一段84? ,合法 營業,http://www.waughden.com.tw,,廖漢澄,"一般旅館, ,",45 間,1800 ~ 2800,,2006/5/15,,5張(2014/09/05)
119,紅娘旅館,HON LIANG HOTEL ,紅娘旅館,04 - 22443711 ,04 - 22362506 ,臺中市北屯區瀋陽路2段59號,"No.59, Sec. 2, Shenyang Rd., Beitun Dist., Taichung City 406, Taiwan (R.O.C.)",台中市北屯?瀋陽路二段59? ,合法 營業,,,許秀月,"一般旅館, ,",29 間,700 ~ 1600,,2004/3/25,,
251,鴻賓大旅社,Hongbin Grand Hotel ,鴻賓大旅社,04 - 25222168-9 ,? ,臺中市豐原區三民路35號,"No. 35 San Min Road, Taichung City Yutaka original",台中市豊原?三民路35? ,合法 營業,,,洪源隆,"一般旅館, ,",18 間,660 ~ 779,,2004/12/3,,
257,國賓大旅社,Ambassador Hostel ,?賓大旅社,04 - 25222191 ,? ,臺中市豐原區三民路37號,"No.37, Sanmin Rd., Fengyuan Dist., Taichung City",台中市豊原?三民路37? ,合法 營業,,,魏桂梅,"一般旅館, ,",20 間,660 ~ 1300,,2005/3/29,,
263,真正好旅店,GOOD HOTEL ,真正好旅店,04 - 25256877 ,04 - 25251499 ,臺中市豐原區三豐路152號,"No.152, Shan Feng Rd., Fengyuan District, Taichung City",台中市丰原?三丰路152番 ,合法 營業,,,謝安仲,"商務旅館, ,",56 間,1000 ~ 1400,,2005/5/25,,5張(2014/09/05)
223,楓采休閒商務汽車旅館,FONG CAI MOTEL ,楓采????商務汽車旅館,04 - 25282686 ,04 - 25201649 ,臺中市豐原區永康路211巷25弄76號,"No.76, Aly. 25, Ln. 211, Yongkang Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)",台中市豊原?永康路211巷25弄76? ,合法 營業,http://www.楓采休閒商務汽車旅館.tw,maple.motel@msa.hinet.net,張欽宗,"休閒度假旅館,商務旅館,汽車旅館, ,",30 間,2280 ~ 3580,"月眉育樂世界(馬拉灣),后里馬場,糖廠,石岡水壩",2004/9/27,,3張(2014/09/09)
225,新都大飯店(2星),New Plaza Hotel ,新都大飯店???　???　???,04 - 25288777 ,04 - 25288572 ,"臺中市豐原區向陽路77-1號1,9-13樓","No.77-1, Xiangyang Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)",台中市豊原?向陽路77-1? ,合法 營業,,newhotel168@hotmail.com,巫重熙,"商務旅館, ,",85 間,1600 ~ 3200,月眉育樂世界,2004/9/27,,5張(2014/09/05)
272,春水漾旅館,Spring young motel ,春???????,04 - 25205899 ,04 - 25298099 ,臺中市豐原區成功路579號,"No.579, Chenggong Rd., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)",台中市豐原?成功路579? ,合法 營業,http://www.springyoung.com.tw,springyoung@springyoung.com.tw,劉紹泉,"商務旅館,汽車旅館, ,",43 間,1780 ~ 12880,,2007/1/4,,3張(2014/09/05)
252,溫莎堡庭園商務旅館,Winsal Castle Motel ,?莎堡庭園商務旅館,04 - 25292919 ,04 - 25292918 ,"臺中市豐原區成功路686,688號","No.686、688, Chenggong Rd., Fengyuan Dist., Taichung City",台中市豊原?成功路686、688? ,合法 營業,,,鄭文學,"商務旅館,汽車旅館, ,",30 間,1580 ~ 1680,旅館所在位置近市區.有著名的廟東小吃街.往郊區方向可前往公老坪採果.東豐自行車步道.以及谷關泡溫泉.新社鄉踏青...等等,2005/1/14,,3張(2014/09/05)
204,大芳旅社,DA FANG ,大芳旅社,04 - 25222197 ,? ,臺中市豐原區和平街46號,"No.46, Heping St., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)",台中市豊原?和平街46? ,合法 營業,,,廖張獻,"一般旅館, ,",10 間,450 ~ 550,,2004/1/16,,
325,五都大飯店,Grand City Hotel ,??????????,04 - 27072388 ,04 - 27072399 ,臺中市豐原區東北街1、3號,"No.1、3, Dongbei St., Fengyuan Dist., Taichung City 420, Taiwan (R.O.C.)",台中市豐原?東北街1、3號 ,合法 營業,http://www.grandcityhotel.com.tw,service@grandcityhotel.com.tw,賴營炫,"一般旅館,,",120 間,2900 ~ 38000,位於豐原火車站旁，交通便捷，附近有太平洋百貨、豐原廟東小吃街、夜市等觀光景點,2014/5/13,,5張(2014/09/05)
266,尼斯堡庭園商務汽車旅館,尼斯堡庭園商務汽車旅館 ,尼斯堡庭園商務汽車旅館,04 - 25721212 ,04 - 25722112 ,臺中市豐原區豐勢路2段1110號,台中市豊原?豊勢路二段1110?,台中市豊原?豊勢路二段1110? ,合法 營業,,,鄭美玲,"商務旅館,汽車旅館, ,",41 間,1000 ~ 3880,,2006/2/8,,
215,東勢汽車商務旅館,東勢汽車商務旅館 ,東勢汽車商務旅館,04 - 25882218 ,04 - 25882234 ,臺中市東勢區正一街1號,東勢汽車商務旅館,台中市東勢?正一街1? ,合法 營業,,,詹貴蘭,"商務旅館,汽車旅館, ,",19 間,1680 ~ 1680,,2004/4/1,,
220,金龍旅社,金龍旅社 ,金龍旅社,04 - 25873805 ,? ,臺中市東勢區第二橫街26號,金龍旅社,台中市東勢?第二?街26? ,合法 營業,,,李松昌,"一般旅館, ,",4 間,400 ~ 400,,2004/6/7,,
212,金家園大旅社,JIN JIA YUAN HOTEL ,金家園大旅社,04 - 25877182-5 ,04 - 25877185 ,臺中市東勢區第二橫街7號,"No.7, 2nd Side St., Dongshi Dist., Taichung City 423, Taiwan (R.O.C.)",台中市東勢?第二?街7? ,合法 營業,,,林陳錦淑,"一般旅館, ,",23 間,600 ~ 1400,,2004/3/15,,
260,東海旅社,DONG HAI HOTEL ,東海旅社????　???,04 - 25872121 ,? ,臺中市東勢區第四橫街44號,"No.44, 4th Side St., Dongshih District, Taichung City",台中市東勢?第四?街44? ,合法 營業,,,江錫卿,"一般旅館, ,",12 間,600 ~ 600,,2005/4/8,,
281,彰化縣農會東勢林場,Dongshi Forest Garden ,東勢林場遊園地,04 - 25872191 ,04 - 25888545 ,臺中市東勢區勢林街6-1號,"No.6-1, Shilin St., Dongshi Dist., Taichung City 423, Taiwan (R.O.C.)",台中市東勢?勢林街6-1? ,合法 營業,http://www.tsfa.com.tw,ts.forest@outlook.com,莊登科,"休閒度假旅館, ,",107 間,2080 ~ 6000,東勢林場遊樂區內,2009/7/14,,3張(2014/09/05)
269,長緹商務旅館,Chang-Ti Business Hotel ,長緹商務旅館,04 - 25771616 ,04 - 25888797 ,臺中市東勢區豐勢路2-1號,"No.2-1 Fengshi Rd., Dongshi Dist., Taichung City 423, Taiwan (R.O.C.)",台中市東勢?豐勢路2-1? ,合法 營業,,changti.lo@msa.hinet.net,羅岳?,"商務旅館, ,",19 間,1980 ~ 3680,"東豐自行車綠色走廊.東勢客家文化園區.東勢林場.大雪山森林遊樂區等.本旅館對外交通便利,是一座設計獨特且優雅.讓您輕鬆悠閒自在的旅館.",2006/6/26,,5張(2014/09/05)
217,東平旅社,dong ping hotel ,東平旅社,04 - 25872333 ,? ,臺中市東勢區豐勢路480號,"No.480, Fengshi Rd., Dongshi Dist., Taichung City 423, Taiwan (R.O.C.)",台中市東勢?豐勢路480? ,合法 營業,,,趙善德,"一般旅館, ,",14 間,150 ~ 350,,2004/5/7,,
259,東山旅社,dong shan hotel ,東山旅社,04 - 25872126 ,? ,臺中市東勢區豐勢路中盛巷30號,"No.30, Zhongsheng Ln., Fengshi Rd., Dongshi Dist., Taichung City 423, Taiwan (R.O.C.)",台中市東勢?豐勢路中盛巷30? ,合法 營業,,,彭曾冬妹,"一般旅館, ,",11 間,500 ~ 500,,2005/4/1,,
240,東南亞旅社,Southeast Hostel ,東南亞旅社,04 - 26873121 ,? ,臺中市大甲區中山路一段943號,"943 Zhongshan Road, Taichung City Dajia District",台中市大甲?中山路943? ,合法 營業,,,楊榕英,"一般旅館, ,",26 間,350 ~ 350,,2004/10/14,,
248,華麒貴賓旅館,HUA CI HOTEL ,華麒貴賓旅館???　???,04 - 26861517 ,? ,臺中市大甲區光明路62號,"No.62, Guangming Rd., Dajia Dist., Taichung City 437, Taiwan (R.O.C.)",台中市大甲?光明路62? ,合法 營業,,,李陳彩,"一般旅館, ,",22 間,500 ~ 600,,2004/12/1,,
249,大江山旅社,da jiang shan hotel ,大江山旅社,04 - 26873101 ,? ,臺中市大甲區育德路15號,"No.15, Yude Rd., Dajia Dist., Taichung City 437, Taiwan (R.O.C.)",台中市大甲?育?路15? ,合法 營業,,,張彩梨,"一般旅館, ,",12 間,400 ~ 500,,2004/12/1,,
227,大甲旅社,DA JIA HOTEL ,大甲旅社????　???,04 - 26872126 ,04 - 26876648 ,臺中市大甲區蔣公路73號,"No.73, Jianggong Rd., Dajia Dist., Taichung City 437, Taiwan (R.O.C.)",台中市大甲??公路73? ,合法 營業,http://a85579444.myweb.hinet.net/,tulye@seed.net.tw,杜宗泰,"一般旅館, ,",67 間,600 ~ 1400,,2004/9/27,,5張(2014/09/05)
231,信東大旅社,Letter East Hostel ,???東????,04 - 26222126 ,? ,臺中市清水區中興路35-1號,"No. 35-1, Zhongxing Road, Taichung City water district",番?35-1、中興路、台中市水地? ,合法 營業,,,楊錫濤,"一般旅館, ,",12 間,800 ~ 1200,,2004/10/7,,3張(2014/09/09)
279,伊戀汽車旅館,yilian motel ,伊?汽車旅館,04 - 26581766 ,? ,臺中市清水區港埠路三段350號,"No.350, Sec. 3, Gangbu Rd., Qingshui Dist., Taichung City 436, Taiwan (R.O.C.)",台中市清水?港埠路三段350? ,合法 營業,,,楊泰鑫,"汽車旅館, ,",16 間,2060 ~ 2960,,2008/6/16,,3張(2014/09/05)
207,天一大旅社(2星),TINN YI HOTEL ,天一大旅社???　???,04 - 26222364 ,04 - 26225998 ,臺中市清水區新興路123號,"No.123, Sinsing Rd., Cingshuei District, Taichung City",台中市清水?新興路123? ,合法 營業,http://www.tianyihotel.com.tw,tene_hotel@yahoo.com.tw,李翠華,"一般旅館, ,",21 間,800 ~ 1200,,2004/2/18,,5張(2014/09/05)
224,皇春賓館,huang chun hotel ,皇春賓館,04 - 26226185 ,? ,臺中市清水區新興路145號,"No.145, Xinxing Rd., Qingshui Dist., Taichung City 436, Taiwan (R.O.C.)",台中市清水?新興路145? ,合法 營業,,,黃啟釧,"一般旅館, ,",40 間,600 ~ 1380,,2004/9/27,,
280,花沐蘭精品旅館,Mu Lan flower boutique hotel ,??蘭?花?????????,04 - 2662-4848 ,04 - 26324498 ,臺中市沙鹿區七賢路288號,"Shalu District, Taichung City Seven Sages Road No. 288",沙鹿地?、台中市七賢人???????288 ,合法 營業,,,吳敬偉,"汽車旅館, ,",43 間,1260 ~ 4800,,2009/4/9,,
278,佛羅倫斯別墅旅館,Villa Florence hotel ,?????????????,04 - 26652938 ,04 - 26626129 ,臺中市沙鹿區中山路121-1號,"No.121-1, Qixian S. Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)",沙鹿、台中市中山?番?121-1 ,合法 營業,,,陳彥宏,"汽車旅館, ,",23 間,2180 ~ 2980,,2008/3/17,,3張(2014/09/05)
256,富都大旅社,Fu Dou Hotel ,??????,04 - 26621106 ,? ,臺中市沙鹿區中山路294號,"No.294, Zhongshan Rd., Shalu Dist., Taichung City 433, Taiwan (R.O.C.)",台中市沙鹿?中山路294? ,合法 營業,,,紀添?,"一般旅館, ,",15 間,800 ~ 1600,,2005/2/24,,
208,統一大飯店,President Hotel ,統一大飯店??????　???,04 - 26622121 ,04 - 26622792 ,臺中市沙鹿區日新街92號,"92 Rshin St., Shalu District, Taichung City",台中市沙鹿?日新街92? ,合法 營業,,,楊阿幸,"商務旅館, ,",68 間,780 ~ 2200,"近市區,交通便利",2004/2/18,,
128,海德堡汽車旅館,Hai De Bao Motel ,海德堡汽車旅館,04 - 26334515 ,04 - 26334505 ,臺中市沙鹿區北勢東路660巷1、3、5號,"No.1, Ln. 660, Beishi E. Rd., Shalu Dist., Taichung City 433",台中市沙鹿區北勢東路660巷1、3、5號 ,合法 營業,,,黃偉哲,"汽車旅館, ,",20 間,1980 ~ 2800,,2011/6/29,2010/12/21,3張(2014/09/09)
229,國都大飯店,CAPITAL HOTEL ,?都大飯店?????　???　?????,04 - 26571181 ,04 - 26571180 ,臺中市梧棲區大智路二段346號,"NO.346 Sec. 2,DajhihRd., Wuchi, Taichung 435,Taiwan(R.O.C)",台中市梧棲?大智路二段346? ,合法 營業,http://www.capitalhotel.com.tw,counter@capitalhotel.com.tw,賴營炫,"商務旅館, ,",54 間,1300 ~ 3800,,2005/9/5,,5張(2014/09/05)
289,荷蘭村汽車旅館,he lan cun motel ,荷蘭村汽車旅館,04 - 26569696 ,04 - 26568989 ,"臺中市梧棲區中華路一段1131巷1,2,3,5至20號","No.1, Ln. 1131, Sec. 1, Zhonghua Rd., Wuqi Dist., Taichung City 435, Taiwan (R.O.C.)",台中市梧棲?中華路一段1131巷1? ,合法 營業,,,黃吳芬芳,"汽車旅館, ,",20 間,1200 ~ 2500,,2010/12/23,2010/10/5,3張(2014/09/09)
241,進方大飯店,JEAN FAUN HOTEL ,進方大飯店,04 - 26578822 ,04 - 26576533 ,臺中市梧棲區港埠路2段431巷22號,"No.22, Lane 431, Sec. 2, Gangbu Rd., Wuci District, Taichung City",台中市梧棲?港埠路2段431巷22? ,合法 營業,,,蘇源磯,"一般旅館, ,",48 間,900 ~ 1680,,2004/10/15,,4張(2014/09/05)
285,愛力根汽車旅館,ALEGRAN MOTEL ,愛力根汽車旅館,04 - 26582255 ,04 - 26582199 ,臺中市梧棲區港埠路二段450號,"No.450, Sec. 2, Gangbu Rd., Wuqi Dist., Taichung City 435, Taiwan (R.O.C.)",台中市梧棲?港埠路二段450? ,合法 營業,,,蔡忠慶,"汽車旅館, ,",20 間,1450 ~ 3600,,2010/4/9,,3張(2014/09/05)
292,艾菲爾精巧旅館,Affair motel Co.Ltd ,?????塔洗練??????,04 - 26577577 ,04 - 26579790 ,臺中市梧棲區臨港路四段298號,"No.298, Sec. 3, Lingang Rd., Wuqi Dist., Taichung City 435, Taiwan (R.O.C.)",Wuci地?、台中市298???????、秒 ,合法 營業,http://www.affairmotel.com.tw,classic@kingnet.net.tw,黃德豐,"汽車旅館,,",28 間,3600 ~ 4200,梧棲觀光漁港.高美溼地,2012/1/19,,
267,雅曼妮商務汽車旅館,AMANI SPA MOTEL ,????????事業????,04 - 25580777 ,04 - 25582358 ,臺中市后里區民生路348號,"No.348, Minsheng Rd., Houli Dist., Taichung City 421, Taiwan (R.O.C.)",番?348、民生路后里地?、台中市 ,合法 營業,,,莊三泉,"商務旅館,汽車旅館, ,",30 間,1440 ~ 6000,"后里交流道旁,大圳路民生路交叉口,月眉育樂世界,月眉休閒觀光糖廠,后里馬場,后里鐵馬道,鳳凰山健行步道,中社花市",2006/5/1,,
245,湘源大旅社,Siang-Yuan Hotel ,湘源大旅社,04 - 25562165 ,? ,臺中市后里區甲后路255號,"No.255, Jiahou Rd., Houli Dist., Taichung City 421, Taiwan (R.O.C.)",台中市后里?甲后路255? ,合法 營業,,,吳莊碧玉,"一般旅館, ,",10 間,500 ~ 600,,2004/11/25,,
236,僑芳賓館,CIAO FANG HOTEL ,僑芳賓館??????　???,04 - 25571671 ,? ,臺中市后里區后里里復興街104號,"No.104, Fuxing St., Houli Dist., Taichung City 421, Taiwan (R.O.C.)",台中市后里?后里里復興街104? ,合法 營業,,,劉瑞玉,"一般旅館, ,",12 間,600 ~ 800,,2004/10/14,,
296,福容大飯店 月眉(5星),Fullon Hotel Yamay ,福容大飯店 月眉,04 - 25592888 ,04 - 25561388 ,臺中市后里區福容路88號,"No.88, Fullon Rd., Houli Dist., Taichung City 421, Taiwan (R.O.C.)",台中市后里?福容路88? ,合法 營業,http://yamay.fullon-hotels.com.tw/,gm_ym@fullon-hotels.com.tw,吳寶田,"休閒度假旅館,,",272 間,9800 ~ 55800,麗寶樂園內.月眉探索樂園.馬拉灣水上樂園.大樟樹土地公廟.月眉糖廠.天馬牧場,2012/6/11,,
277,中科后豐會館,Ho Fong Business Stay ,中科后豐會館,04 - 25122211 ,04 - 25277656 ,臺中市神岡區豐洲里五權路128號,"No.128, Wuquan Rd., Shengang Dist., Taichung City 429, Taiwan (R.O.C.)",台中市神岡?豊洲里五?路128? ,合法 營業,http://www.zk-hofong.com.tw,zk-hofong@msa.hinet.net,張朝榮,"商務旅館, ,",68 間,1700 ~ 7000,,2008/4/2,,5張(2014/09/05)
219,立勤大飯店,LI CIN HOTEL ,立勤大飯店,04 - 25324131 ,04 - 25324132 ,臺中市潭子區潭陽里中山路二段345號,"No.345, Sec. 2, Zhongshan Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)",台中市潭子?潭陽里中山路二段345? ,合法 營業,,,林欽淵,"商務旅館, ,",33 間,800 ~ 2400,,2004/5/24,,3張(2014/09/05)
235,新聯美旅社,新聯美旅社 ,新聯美旅社,04 - 25360421 ,? ,臺中市潭子區潭陽里潭興路二段494號,新聯美旅社,台中市潭子?潭陽里潭興路二段494? ,合法 營業,,,鄭幹夫,"一般旅館, ,",6 間,700 ~ 700,,2004/10/14,,3張(2014/09/05)
238,潭子旅社,TANZI HOTEL ,??????,04 - 25371359 ,? ,臺中市潭子區潭陽里潭興路二段504號,"No.504, Sec. 2, Tanxing Rd., Tanzi Dist., Taichung City 427, Taiwan (R.O.C.)",台中市潭子?潭陽里潭興路二段504? ,合法 營業,,,許桂華,"一般旅館, ,",4 間,700 ~ 700,,2004/10/14,,3張(2014/09/05)
262,清泉旅社,ching chiuan hotel ,清泉旅社,04 - 25663146 ,? ,臺中市大雅區月祥路502巷1號,"No.1, Ln. 502, Yuexiang Rd., Daya Dist., Taichung City 428, Taiwan (R.O.C.)",台中市大雅?忠義里月祥路502巷1? ,合法 營業,,,張英豪,"一般旅館, ,",10 間,600 ~ 800,,2005/5/16,,3張(2014/09/09)
282,杜拜風情時尚旅館,Dubai Villa Motel ,杜拜風情時尚旅館,04 - 25654228 ,04 - 25654757 ,臺中市大雅區神林南路568號,"No.568, Shenlin S. Rd., Daya District, Taichung City 428, Taiwan (R.O.C.)",台中市大雅?神林南路568? ,合法 營業,,dobai@dubai-villa.com.tw,紀林秀容,"商務旅館,汽車旅館,,",46 間,2280 ~ 5980,,2009/9/14,,
250,城市水棧汽車旅館,City wave motel ,都市?水????? － ??,04 - 25679888 ,04 - 25679945 ,臺中市大雅區雅環路一段153號,"No.153, Sec. 1, Yahuan Rd., Daya Dist., Taichung City 428, Taiwan (R.O.C.)",台中市大雅?四?里雅環路一段153? ,合法 營業,http://www.watercity.com.tw/,watercity@watercity.com.tw,劉紹泉,"汽車旅館, ,",33 間,1680 ~ 8980,,2006/1/17,,3張(2014/09/05)
284,大甲御和園商務汽車旅館,Dajia Leisure Motel ,?嘉??＆????事業????,04 - 26867799 ,04 - 26867798 ,臺中市外埔區大東里甲后路777號,"No.777, Jiahou Rd., Waipu Dist., Taichung City 438, Taiwan (R.O.C.)",後部???地?????????、台中市777 ,合法 營業,,,鄭朝元,"一般旅館,商務旅館,汽車旅館,,",47 間,2100 ~ 6000,,2010/2/12,,
254,烏日富國旅社,FRANK HOTEL ,烏日富?旅社,04 - 23381401 ,? ,臺中市烏日區中山路2段113號,"No.113, Sec. 2, Zhongshan Rd., Wuri Dist., Taichung City 414, Taiwan (R.O.C.)",台中市烏日?烏日里中山路二段113? ,合法 營業,,,林慶宜,"一般旅館, ,",7 間,300 ~ 500,,2007/1/16,,
255,一三三別館,Yi San San Hotel ,一三三別館,04 - 23381123 ,? ,臺中市烏日區中山路2段143號,"No.143, Sec. 2, Zhongshan Rd., Wuri Dist., Taichung City 414, Taiwan (R.O.C.)",台中市烏日?中山路2段143? ,合法 營業,,,楊溫秀葉,"一般旅館, ,",21 間,620 ~ 950,,2005/2/22,,
274,高鐵戀館,Shantir HIP SPA MOTEL ,????????高?戀館,04 - 23387808 ,04 - 23381208 ,臺中市烏日區新興路15號,"No.15, Xinxing Rd., Wuri Dist., Taichung City 414, Taiwan (R.O.C.)",台中市烏日?烏日里新興路15? ,合法 營業,http://www.shantirmotel.com.tw,shantir.service@gmail.com,商富育,"汽車旅館, ,",20 間,2880 ~ 9600,,2007/3/19,,5張(2014/09/09)
268,清新溫泉度假飯店(5星),Freshfields Resort & Conference ,清新?泉度假飯店,04 - 23829888 ,04 - 23826888 ,臺中市烏日區溫泉路2號,"No.2, Wen-Quan Road, Wurih, Taichung City 41450, Taiwan (R.O.C.).",台中市烏日??泉路2? ,合法 營業,,info@mail.freshfields.com.tw,廖紫岑,"一般旅館,休閒度假旅館,溫泉旅館, ,",157 間,3200 ~ 58000,,2006/3/13,,5張(2014/09/09)
288,新峰旅社,New peak hotel ,新峰旅社?????　???,04 - 23393007 ,? ,臺中市霧峰區中正路875巷2號,"No.875, Jhongjheng Rd., Wufong District, Taichung City",台中市霧峰?本堂里中正路875巷2? ,合法 營業,,,陳永慶,"一般旅館, ,",7 間,600 ~ 1200,,2010/10/21,,
